what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597435410
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597436016
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597438299
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597452954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459597456749
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597459152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597463708
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597463945
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1459597470285
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1459597471857
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.add.block.comment",1459597483054
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597486463
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597497356
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597521592
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459597526605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597531691
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597664066
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597679522
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597680940
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597686341
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597687997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597694633
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597694796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597699066
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597700018
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597700553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597701981
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597707188
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597713502
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459597717118
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597718010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597719409
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597720401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597726498
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597732517
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597738151
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597749172
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597754250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597761282
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1459597777961
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1459597781113
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459597785475
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597787530
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597790916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597792018
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597794133
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597799126
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459597808943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597813458
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597813567
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597816110
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597817653
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597820322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597821415
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597821867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459597952503
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459597985550
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459598003220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459598016123
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1459598021978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459598023595
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459598046281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459598047636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459598158229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459598163410
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459598171089
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459598176148
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1459598178195
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1459598184770
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1459598192487
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.toggleOverwrite",1459598192648
